MUNI_NUM;MUNI_DESC_I;MUNI_DESC_D;MUNI_DESC_L;MUNI_SECT;MUNI_SECP;MUNI_BLANK;MUNI_NULLS;LIST_NUM;LIST_NAME;LIST_VOTES
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;6;VERDI GRÜNE VËRC;58
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;7;FRATELLI D’ITALIA;18
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;8;LA CIVICA;1
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;9;JWA - WIRTH ANDERLAN;108
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;10;DIE FREIHEITLICHEN;77
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;11;FORZA ITALIA;1
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;12;VITA;31
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;13;CENTRO DESTRA;0
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;14;SVP SÜDTIROLER VOLKSPARTEI;573
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;12
021016;CAMPO DI TRENS;FREIENFELD;FREIENFELD;3;3;18;14;16;FÜR SÜDTIROL MIT WIDMANN;32
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;1;TEAM K;587
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;2;MOVIMENTO 5 STELLE;4
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;3;ENZIAN;11
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;4;STF SÜDTIROLER FREIHEIT;786
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;15
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;6;VERDI GRÜNE VËRC;135
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;7;FRATELLI D’ITALIA;33
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;8;LA CIVICA;9
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;9;JWA - WIRTH ANDERLAN;231
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;10;DIE FREIHEITLICHEN;158
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;11;FORZA ITALIA;2
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;12;VITA;90
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;13;CENTRO DESTRA;1
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;14;SVP SÜDTIROLER VOLKSPARTEI;1116
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;9
021017;CAMPO TURES;SAND IN TAUFERS;TURESC;6;6;53;54;16;FÜR SÜDTIROL MIT WIDMANN;63
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;1;TEAM K;128
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;2;MOVIMENTO 5 STELLE;2
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;3;ENZIAN;24
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;4;STF SÜDTIROLER FREIHEIT;299
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;10
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;6;VERDI GRÜNE VËRC;69
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;7;FRATELLI D’ITALIA;17
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;8;LA CIVICA;5
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;9;JWA - WIRTH ANDERLAN;85
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;10;DIE FREIHEITLICHEN;103
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;11;FORZA ITALIA;1
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;12;VITA;23
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;13;CENTRO DESTRA;3
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;14;SVP SÜDTIROLER VOLKSPARTEI;539
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;8
021018;CASTELBELLO-CIARDES;KASTELBELL-TSCHARS;KASTELBELL-TSCHARS;3;3;24;26;16;FÜR SÜDTIROL MIT WIDMANN;62
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;1;TEAM K;352
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;2;MOVIMENTO 5 STELLE;12
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;3;ENZIAN;35
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;4;STF SÜDTIROLER FREIHEIT;278
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;29
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;6;VERDI GRÜNE VËRC;346
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;7;FRATELLI D’ITALIA;52
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;8;LA CIVICA;15
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;9;JWA - WIRTH ANDERLAN;489
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;10;DIE FREIHEITLICHEN;151
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;11;FORZA ITALIA;7
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;12;VITA;77
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;13;CENTRO DESTRA;4
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;14;SVP SÜDTIROLER VOLKSPARTEI;1855
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;39
021019;CASTELROTTO;KASTELRUTH;CIASTEL;6;6;57;61;16;FÜR SÜDTIROL MIT WIDMANN;98
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;1;TEAM K;95
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;2;MOVIMENTO 5 STELLE;2
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;3;ENZIAN;6
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;4;STF SÜDTIROLER FREIHEIT;109
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;1
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;6;VERDI GRÜNE VËRC;53
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;7;FRATELLI D’ITALIA;14
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;8;LA CIVICA;11
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;9;JWA - WIRTH ANDERLAN;74
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;10;DIE FREIHEITLICHEN;135
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;11;FORZA ITALIA;2
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;12;VITA;32
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;13;CENTRO DESTRA;4
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;14;SVP SÜDTIROLER VOLKSPARTEI;320
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;13
021020;CERMES;TSCHERMS;TSCHERMS;1;1;12;10;16;FÜR SÜDTIROL MIT WIDMANN;14
021021;CHIENES;KIENS;KIENS;3;3;17;48;1;TEAM K;251
021021;CHIENES;KIENS;KIENS;3;3;17;48;2;MOVIMENTO 5 STELLE;4
021021;CHIENES;KIENS;KIENS;3;3;17;48;3;ENZIAN;11
021021;CHIENES;KIENS;KIENS;3;3;17;48;4;STF SÜDTIROLER FREIHEIT;319
021021;CHIENES;KIENS;KIENS;3;3;17;48;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;11
021021;CHIENES;KIENS;KIENS;3;3;17;48;6;VERDI GRÜNE VËRC;75
021021;CHIENES;KIENS;KIENS;3;3;17;48;7;FRATELLI D’ITALIA;21
021021;CHIENES;KIENS;KIENS;3;3;17;48;8;LA CIVICA;4
021021;CHIENES;KIENS;KIENS;3;3;17;48;9;JWA - WIRTH ANDERLAN;156
021021;CHIENES;KIENS;KIENS;3;3;17;48;10;DIE FREIHEITLICHEN;100
021021;CHIENES;KIENS;KIENS;3;3;17;48;11;FORZA ITALIA;1
021021;CHIENES;KIENS;KIENS;3;3;17;48;12;VITA;36
021021;CHIENES;KIENS;KIENS;3;3;17;48;13;CENTRO DESTRA;0
021021;CHIENES;KIENS;KIENS;3;3;17;48;14;SVP SÜDTIROLER VOLKSPARTEI;737
021021;CHIENES;KIENS;KIENS;3;3;17;48;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;11
021021;CHIENES;KIENS;KIENS;3;3;17;48;16;FÜR SÜDTIROL MIT WIDMANN;56
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;1;TEAM K;405
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;2;MOVIMENTO 5 STELLE;8
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;3;ENZIAN;19
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;4;STF SÜDTIROLER FREIHEIT;460
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;57
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;6;VERDI GRÜNE VËRC;171
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;7;FRATELLI D’ITALIA;61
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;8;LA CIVICA;2
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;9;JWA - WIRTH ANDERLAN;199
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;10;DIE FREIHEITLICHEN;147
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;11;FORZA ITALIA;6
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;12;VITA;49
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;13;CENTRO DESTRA;5
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;14;SVP SÜDTIROLER VOLKSPARTEI;1345
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;42
021022;CHIUSA;KLAUSEN;TLUSES;6;6;37;59;16;FÜR SÜDTIROL MIT WIDMANN;75
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;1;TEAM K;189
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;2;MOVIMENTO 5 STELLE;12
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;3;ENZIAN;21
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;4;STF SÜDTIROLER FREIHEIT;143
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;27
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;6;VERDI GRÜNE VËRC;111
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;7;FRATELLI D’ITALIA;53
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;8;LA CIVICA;15
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;9;JWA - WIRTH ANDERLAN;135
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;10;DIE FREIHEITLICHEN;179
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;11;FORZA ITALIA;7
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;12;VITA;48
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;13;CENTRO DESTRA;4
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;14;SVP SÜDTIROLER VOLKSPARTEI;838
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;40
021023;CORNEDO ALL`ISARCO;KARNEID;KARNEID;5;5;16;51;16;FÜR SÜDTIROL MIT WIDMANN;65
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;1;TEAM K;113
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;2;MOVIMENTO 5 STELLE;7
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;3;ENZIAN;46
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;4;STF SÜDTIROLER FREIHEIT;164
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;7
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;6;VERDI GRÜNE VËRC;123
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;7;FRATELLI D’ITALIA;10
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;8;LA CIVICA;1
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;9;JWA - WIRTH ANDERLAN;93
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;10;DIE FREIHEITLICHEN;77
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;11;FORZA ITALIA;1
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;12;VITA;34
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;13;CENTRO DESTRA;0
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;14;SVP SÜDTIROLER VOLKSPARTEI;610
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;5
021024;CORTACCIA S.S.D.V.;KURTATSCH A.D.W.;KURTATSCH A.D.W.;2;2;12;32;16;FÜR SÜDTIROL MIT WIDMANN;82
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;1;TEAM K;27
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;2;MOVIMENTO 5 STELLE;1
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;3;ENZIAN;4
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;4;STF SÜDTIROLER FREIHEIT;27
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;8
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;6;VERDI GRÜNE VËRC;26
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;7;FRATELLI D’ITALIA;21
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;8;LA CIVICA;6
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;9;JWA - WIRTH ANDERLAN;16
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;10;DIE FREIHEITLICHEN;11
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;11;FORZA ITALIA;0
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;12;VITA;11
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;13;CENTRO DESTRA;1
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;14;SVP SÜDTIROLER VOLKSPARTEI;204
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;9
021025;CORTINA S.S.D.V.;KURTINIG A.D.W.;KURTINIG A.D.W.;1;1;8;16;16;FÜR SÜDTIROL MIT WIDMANN;13
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;1;TEAM K;38
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;2;MOVIMENTO 5 STELLE;4
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;3;ENZIAN;2
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;4;STF SÜDTIROLER FREIHEIT;14
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;8
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;6;VERDI GRÜNE VËRC;28
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;7;FRATELLI D’ITALIA;25
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;8;LA CIVICA;0
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;9;JWA - WIRTH ANDERLAN;21
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;10;DIE FREIHEITLICHEN;10
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;11;FORZA ITALIA;0
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;12;VITA;10
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;13;CENTRO DESTRA;5
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;14;SVP SÜDTIROLER VOLKSPARTEI;454
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;11
021026;CORVARA IN BADIA;CORVARA;CORVARA;1;1;11;18;16;FÜR SÜDTIROL MIT WIDMANN;41
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;1;TEAM K;120
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;2;MOVIMENTO 5 STELLE;1
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;3;ENZIAN;5
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;4;STF SÜDTIROLER FREIHEIT;273
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;3
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;6;VERDI GRÜNE VËRC;66
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;7;FRATELLI D’ITALIA;12
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;8;LA CIVICA;0
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;9;JWA - WIRTH ANDERLAN;104
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;10;DIE FREIHEITLICHEN;82
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;11;FORZA ITALIA;1
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;12;VITA;21
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;13;CENTRO DESTRA;0
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;14;SVP SÜDTIROLER VOLKSPARTEI;626
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;4
021027;CURON VENOSTA;GRAUN IM VINSCHGAU;GRAUN TLA VAL VENUESTA;4;4;23;27;16;FÜR SÜDTIROL MIT WIDMANN;57
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;1;TEAM K;270
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;2;MOVIMENTO 5 STELLE;6
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;3;ENZIAN;7
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;4;STF SÜDTIROLER FREIHEIT;174
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;21
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;6;VERDI GRÜNE VËRC;186
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;7;FRATELLI D’ITALIA;44
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;8;LA CIVICA;51
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;9;JWA - WIRTH ANDERLAN;144
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;10;DIE FREIHEITLICHEN;86
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;11;FORZA ITALIA;11
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;12;VITA;43
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;13;CENTRO DESTRA;5
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;14;SVP SÜDTIROLER VOLKSPARTEI;644
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;12
021028;DOBBIACO;TOBLACH;TOBLACH;3;3;19;33;16;FÜR SÜDTIROL MIT WIDMANN;96
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;1;TEAM K;184
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;2;MOVIMENTO 5 STELLE;34
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;3;ENZIAN;37
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;4;STF SÜDTIROLER FREIHEIT;147
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;186
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;6;VERDI GRÜNE VËRC;274
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;7;FRATELLI D’ITALIA;206
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;8;LA CIVICA;40
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;9;JWA - WIRTH ANDERLAN;103
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;10;DIE FREIHEITLICHEN;98
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;11;FORZA ITALIA;19
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;12;VITA;114
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;13;CENTRO DESTRA;12
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;14;SVP SÜDTIROLER VOLKSPARTEI;828
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;150
021029;EGNA;NEUMARKT;NEUMARKT;4;4;30;68;16;FÜR SÜDTIROL MIT WIDMANN;87
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;1;TEAM K;373
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;2;MOVIMENTO 5 STELLE;6
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;3;ENZIAN;7
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;4;STF SÜDTIROLER FREIHEIT;303
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;2
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;6;VERDI GRÜNE VËRC;129
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;7;FRATELLI D’ITALIA;18
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;8;LA CIVICA;0
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;9;JWA - WIRTH ANDERLAN;190
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;10;DIE FREIHEITLICHEN;89
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;11;FORZA ITALIA;0
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;12;VITA;49
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;13;CENTRO DESTRA;1
