MUNI_NUM;MUNI_DESC_I;MUNI_DESC_D;MUNI_DESC_L;MUNI_SECT;MUNI_SECP;MUNI_BLANK;MUNI_NULLS;LIST_NUM;LIST_NAME;LIST_VOTES
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;14;SVP SÜDTIROLER VOLKSPARTEI;627
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;7
021030;FALZES;PFALZEN;PFALZEN;3;3;23;30;16;FÜR SÜDTIROL MIT WIDMANN;67
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;1;TEAM K;185
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;2;MOVIMENTO 5 STELLE;0
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;3;ENZIAN;23
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;4;STF SÜDTIROLER FREIHEIT;172
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;9
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;6;VERDI GRÜNE VËRC;182
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;7;FRATELLI D’ITALIA;24
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;8;LA CIVICA;4
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;9;JWA - WIRTH ANDERLAN;142
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;10;DIE FREIHEITLICHEN;126
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;11;FORZA ITALIA;5
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;12;VITA;51
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;13;CENTRO DESTRA;1
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;14;SVP SÜDTIROLER VOLKSPARTEI;1057
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;11
021031;FIÈ ALLO SCILIAR;VÖLS AM SCHLERN;FIË;3;3;18;46;16;FÜR SÜDTIROL MIT WIDMANN;54
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;1;TEAM K;51
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;2;MOVIMENTO 5 STELLE;2
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;3;ENZIAN;4
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;4;STF SÜDTIROLER FREIHEIT;52
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;31
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;6;VERDI GRÜNE VËRC;13
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;7;FRATELLI D’ITALIA;40
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;8;LA CIVICA;3
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;9;JWA - WIRTH ANDERLAN;21
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;10;DIE FREIHEITLICHEN;9
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;11;FORZA ITALIA;4
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;12;VITA;9
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;13;CENTRO DESTRA;4
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;14;SVP SÜDTIROLER VOLKSPARTEI;124
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;18
021032;FORTEZZA;FRANZENSFESTE;FRANZENSFESTE;2;2;4;11;16;FÜR SÜDTIROL MIT WIDMANN;7
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;1;TEAM K;117
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;2;MOVIMENTO 5 STELLE;1
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;3;ENZIAN;8
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;4;STF SÜDTIROLER FREIHEIT;273
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;6
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;6;VERDI GRÜNE VËRC;78
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;7;FRATELLI D’ITALIA;11
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;8;LA CIVICA;1
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;9;JWA - WIRTH ANDERLAN;108
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;10;DIE FREIHEITLICHEN;86
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;11;FORZA ITALIA;3
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;12;VITA;25
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;13;CENTRO DESTRA;1
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;14;SVP SÜDTIROLER VOLKSPARTEI;815
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;4
021033;FUNES;VILLNÖSS;FUNES;3;3;16;26;16;FÜR SÜDTIROL MIT WIDMANN;37
021034;GAIS;GAIS;GAIS;3;3;21;38;1;TEAM K;399
021034;GAIS;GAIS;GAIS;3;3;21;38;2;MOVIMENTO 5 STELLE;2
021034;GAIS;GAIS;GAIS;3;3;21;38;3;ENZIAN;14
021034;GAIS;GAIS;GAIS;3;3;21;38;4;STF SÜDTIROLER FREIHEIT;423
021034;GAIS;GAIS;GAIS;3;3;21;38;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;8
021034;GAIS;GAIS;GAIS;3;3;21;38;6;VERDI GRÜNE VËRC;81
021034;GAIS;GAIS;GAIS;3;3;21;38;7;FRATELLI D’ITALIA;24
021034;GAIS;GAIS;GAIS;3;3;21;38;8;LA CIVICA;3
021034;GAIS;GAIS;GAIS;3;3;21;38;9;JWA - WIRTH ANDERLAN;214
021034;GAIS;GAIS;GAIS;3;3;21;38;10;DIE FREIHEITLICHEN;108
021034;GAIS;GAIS;GAIS;3;3;21;38;11;FORZA ITALIA;1
021034;GAIS;GAIS;GAIS;3;3;21;38;12;VITA;66
021034;GAIS;GAIS;GAIS;3;3;21;38;13;CENTRO DESTRA;2
021034;GAIS;GAIS;GAIS;3;3;21;38;14;SVP SÜDTIROLER VOLKSPARTEI;541
021034;GAIS;GAIS;GAIS;3;3;21;38;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;11
021034;GAIS;GAIS;GAIS;3;3;21;38;16;FÜR SÜDTIROL MIT WIDMANN;50
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;1;TEAM K;125
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;2;MOVIMENTO 5 STELLE;6
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;3;ENZIAN;14
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;4;STF SÜDTIROLER FREIHEIT;104
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;17
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;6;VERDI GRÜNE VËRC;84
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;7;FRATELLI D’ITALIA;44
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;8;LA CIVICA;14
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;9;JWA - WIRTH ANDERLAN;53
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;10;DIE FREIHEITLICHEN;70
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;11;FORZA ITALIA;6
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;12;VITA;35
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;13;CENTRO DESTRA;7
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;14;SVP SÜDTIROLER VOLKSPARTEI;317
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;15
021035;GARGAZZONE;GARGAZON;GARGAZON;2;2;4;17;16;FÜR SÜDTIROL MIT WIDMANN;40
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;1;TEAM K;92
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;2;MOVIMENTO 5 STELLE;2
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;3;ENZIAN;19
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;4;STF SÜDTIROLER FREIHEIT;88
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;2
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;6;VERDI GRÜNE VËRC;22
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;7;FRATELLI D’ITALIA;3
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;8;LA CIVICA;0
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;9;JWA - WIRTH ANDERLAN;28
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;10;DIE FREIHEITLICHEN;22
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;11;FORZA ITALIA;0
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;12;VITA;9
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;13;CENTRO DESTRA;0
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;14;SVP SÜDTIROLER VOLKSPARTEI;196
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;3
021036;GLORENZA;GLURNS;GLURNS;1;1;8;18;16;FÜR SÜDTIROL MIT WIDMANN;11
021037;LACES;LATSCH;LATSCH;5;5;46;72;1;TEAM K;405
021037;LACES;LATSCH;LATSCH;5;5;46;72;2;MOVIMENTO 5 STELLE;5
021037;LACES;LATSCH;LATSCH;5;5;46;72;3;ENZIAN;36
021037;LACES;LATSCH;LATSCH;5;5;46;72;4;STF SÜDTIROLER FREIHEIT;583
021037;LACES;LATSCH;LATSCH;5;5;46;72;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;15
021037;LACES;LATSCH;LATSCH;5;5;46;72;6;VERDI GRÜNE VËRC;180
021037;LACES;LATSCH;LATSCH;5;5;46;72;7;FRATELLI D’ITALIA;39
021037;LACES;LATSCH;LATSCH;5;5;46;72;8;LA CIVICA;5
021037;LACES;LATSCH;LATSCH;5;5;46;72;9;JWA - WIRTH ANDERLAN;213
021037;LACES;LATSCH;LATSCH;5;5;46;72;10;DIE FREIHEITLICHEN;239
021037;LACES;LATSCH;LATSCH;5;5;46;72;11;FORZA ITALIA;3
021037;LACES;LATSCH;LATSCH;5;5;46;72;12;VITA;34
021037;LACES;LATSCH;LATSCH;5;5;46;72;13;CENTRO DESTRA;1
021037;LACES;LATSCH;LATSCH;5;5;46;72;14;SVP SÜDTIROLER VOLKSPARTEI;938
021037;LACES;LATSCH;LATSCH;5;5;46;72;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;10
021037;LACES;LATSCH;LATSCH;5;5;46;72;16;FÜR SÜDTIROL MIT WIDMANN;123
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;1;TEAM K;339
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;2;MOVIMENTO 5 STELLE;10
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;3;ENZIAN;18
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;4;STF SÜDTIROLER FREIHEIT;299
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;44
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;6;VERDI GRÜNE VËRC;231
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;7;FRATELLI D’ITALIA;102
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;8;LA CIVICA;100
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;9;JWA - WIRTH ANDERLAN;160
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;10;DIE FREIHEITLICHEN;257
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;11;FORZA ITALIA;8
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;12;VITA;54
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;13;CENTRO DESTRA;5
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;14;SVP SÜDTIROLER VOLKSPARTEI;879
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;31
021038;LAGUNDO;ALGUND;ALGUND;4;4;26;46;16;FÜR SÜDTIROL MIT WIDMANN;105
021039;LAION;LAJEN;LAION;3;3;25;25;1;TEAM K;203
021039;LAION;LAJEN;LAION;3;3;25;25;2;MOVIMENTO 5 STELLE;0
021039;LAION;LAJEN;LAION;3;3;25;25;3;ENZIAN;12
021039;LAION;LAJEN;LAION;3;3;25;25;4;STF SÜDTIROLER FREIHEIT;186
021039;LAION;LAJEN;LAION;3;3;25;25;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;10
021039;LAION;LAJEN;LAION;3;3;25;25;6;VERDI GRÜNE VËRC;97
021039;LAION;LAJEN;LAION;3;3;25;25;7;FRATELLI D’ITALIA;27
021039;LAION;LAJEN;LAION;3;3;25;25;8;LA CIVICA;3
021039;LAION;LAJEN;LAION;3;3;25;25;9;JWA - WIRTH ANDERLAN;118
021039;LAION;LAJEN;LAION;3;3;25;25;10;DIE FREIHEITLICHEN;70
021039;LAION;LAJEN;LAION;3;3;25;25;11;FORZA ITALIA;0
021039;LAION;LAJEN;LAION;3;3;25;25;12;VITA;36
021039;LAION;LAJEN;LAION;3;3;25;25;13;CENTRO DESTRA;1
021039;LAION;LAJEN;LAION;3;3;25;25;14;SVP SÜDTIROLER VOLKSPARTEI;725
021039;LAION;LAJEN;LAION;3;3;25;25;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;22
021039;LAION;LAJEN;LAION;3;3;25;25;16;FÜR SÜDTIROL MIT WIDMANN;58
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;1;TEAM K;471
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;2;MOVIMENTO 5 STELLE;151
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;3;ENZIAN;28
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;4;STF SÜDTIROLER FREIHEIT;156
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;648
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;6;VERDI GRÜNE VËRC;517
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;7;FRATELLI D’ITALIA;1300
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;8;LA CIVICA;386
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;9;JWA - WIRTH ANDERLAN;103
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;10;DIE FREIHEITLICHEN;100
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;11;FORZA ITALIA;127
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;12;VITA;244
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;13;CENTRO DESTRA;96
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;14;SVP SÜDTIROLER VOLKSPARTEI;1379
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;1597
021040;LAIVES;LEIFERS;LEIFERS;17;17;64;257;16;FÜR SÜDTIROL MIT WIDMANN;133
021041;LANA;LANA;LANA;8;8;65;111;1;TEAM K;711
021041;LANA;LANA;LANA;8;8;65;111;2;MOVIMENTO 5 STELLE;23
021041;LANA;LANA;LANA;8;8;65;111;3;ENZIAN;112
021041;LANA;LANA;LANA;8;8;65;111;4;STF SÜDTIROLER FREIHEIT;957
021041;LANA;LANA;LANA;8;8;65;111;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;73
021041;LANA;LANA;LANA;8;8;65;111;6;VERDI GRÜNE VËRC;610
021041;LANA;LANA;LANA;8;8;65;111;7;FRATELLI D’ITALIA;165
021041;LANA;LANA;LANA;8;8;65;111;8;LA CIVICA;53
021041;LANA;LANA;LANA;8;8;65;111;9;JWA - WIRTH ANDERLAN;439
021041;LANA;LANA;LANA;8;8;65;111;10;DIE FREIHEITLICHEN;718
021041;LANA;LANA;LANA;8;8;65;111;11;FORZA ITALIA;20
021041;LANA;LANA;LANA;8;8;65;111;12;VITA;178
021041;LANA;LANA;LANA;8;8;65;111;13;CENTRO DESTRA;22
021041;LANA;LANA;LANA;8;8;65;111;14;SVP SÜDTIROLER VOLKSPARTEI;2215
021041;LANA;LANA;LANA;8;8;65;111;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;73
021041;LANA;LANA;LANA;8;8;65;111;16;FÜR SÜDTIROL MIT WIDMANN;202
021042;LASA;LAAS;LAAS;5;5;39;59;1;TEAM K;362
021042;LASA;LAAS;LAAS;5;5;39;59;2;MOVIMENTO 5 STELLE;1
021042;LASA;LAAS;LAAS;5;5;39;59;3;ENZIAN;18
021042;LASA;LAAS;LAAS;5;5;39;59;4;STF SÜDTIROLER FREIHEIT;458
021042;LASA;LAAS;LAAS;5;5;39;59;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;15
021042;LASA;LAAS;LAAS;5;5;39;59;6;VERDI GRÜNE VËRC;127
021042;LASA;LAAS;LAAS;5;5;39;59;7;FRATELLI D’ITALIA;22
021042;LASA;LAAS;LAAS;5;5;39;59;8;LA CIVICA;1
021042;LASA;LAAS;LAAS;5;5;39;59;9;JWA - WIRTH ANDERLAN;218
021042;LASA;LAAS;LAAS;5;5;39;59;10;DIE FREIHEITLICHEN;134
021042;LASA;LAAS;LAAS;5;5;39;59;11;FORZA ITALIA;3
021042;LASA;LAAS;LAAS;5;5;39;59;12;VITA;46
021042;LASA;LAAS;LAAS;5;5;39;59;13;CENTRO DESTRA;1
021042;LASA;LAAS;LAAS;5;5;39;59;14;SVP SÜDTIROLER VOLKSPARTEI;785
021042;LASA;LAAS;LAAS;5;5;39;59;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;10
021042;LASA;LAAS;LAAS;5;5;39;59;16;FÜR SÜDTIROL MIT WIDMANN;88
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;1;TEAM K;11
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;2;MOVIMENTO 5 STELLE;0
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;3;ENZIAN;0
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;4;STF SÜDTIROLER FREIHEIT;27
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;0
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;6;VERDI GRÜNE VËRC;12
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;7;FRATELLI D’ITALIA;0
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;8;LA CIVICA;0
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;9;JWA - WIRTH ANDERLAN;24
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;10;DIE FREIHEITLICHEN;14
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;11;FORZA ITALIA;1
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;12;VITA;1
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;13;CENTRO DESTRA;1
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;14;SVP SÜDTIROLER VOLKSPARTEI;105
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;1
021043;LAUREGNO;LAUREIN;LAUREIN;1;1;7;10;16;FÜR SÜDTIROL MIT WIDMANN;4
021044;LUSON;LÜSEN;LUJON;1;1;14;9;1;TEAM K;104
021044;LUSON;LÜSEN;LUJON;1;1;14;9;2;MOVIMENTO 5 STELLE;3
021044;LUSON;LÜSEN;LUJON;1;1;14;9;3;ENZIAN;11
021044;LUSON;LÜSEN;LUJON;1;1;14;9;4;STF SÜDTIROLER FREIHEIT;151
021044;LUSON;LÜSEN;LUJON;1;1;14;9;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;1
021044;LUSON;LÜSEN;LUJON;1;1;14;9;6;VERDI GRÜNE VËRC;27
021044;LUSON;LÜSEN;LUJON;1;1;14;9;7;FRATELLI D’ITALIA;11
021044;LUSON;LÜSEN;LUJON;1;1;14;9;8;LA CIVICA;1
021044;LUSON;LÜSEN;LUJON;1;1;14;9;9;JWA - WIRTH ANDERLAN;70
021044;LUSON;LÜSEN;LUJON;1;1;14;9;10;DIE FREIHEITLICHEN;51
021044;LUSON;LÜSEN;LUJON;1;1;14;9;11;FORZA ITALIA;0
021044;LUSON;LÜSEN;LUJON;1;1;14;9;12;VITA;16
021044;LUSON;LÜSEN;LUJON;1;1;14;9;13;CENTRO DESTRA;0
021044;LUSON;LÜSEN;LUJON;1;1;14;9;14;SVP SÜDTIROLER VOLKSPARTEI;440
021044;LUSON;LÜSEN;LUJON;1;1;14;9;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;5
021044;LUSON;LÜSEN;LUJON;1;1;14;9;16;FÜR SÜDTIROL MIT WIDMANN;22
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;1;TEAM K;43
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;2;MOVIMENTO 5 STELLE;2
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;3;ENZIAN;2
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;4;STF SÜDTIROLER FREIHEIT;96
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;14
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;6;VERDI GRÜNE VËRC;64
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;7;FRATELLI D’ITALIA;28
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;8;LA CIVICA;7
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;9;JWA - WIRTH ANDERLAN;49
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;10;DIE FREIHEITLICHEN;44
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;11;FORZA ITALIA;2
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;12;VITA;18
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;13;CENTRO DESTRA;2
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;14;SVP SÜDTIROLER VOLKSPARTEI;299
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;19
021045;MAGRÈ S.S.D.V.;MARGREID A.D.W.;MARGREID A.D.W.;1;1;7;15;16;FÜR SÜDTIROL MIT WIDMANN;25
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;1;TEAM K;477
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;2;MOVIMENTO 5 STELLE;3
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;3;ENZIAN;21
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;4;STF SÜDTIROLER FREIHEIT;509
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;8
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;6;VERDI GRÜNE VËRC;242
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;7;FRATELLI D’ITALIA;30
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;8;LA CIVICA;4
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;9;JWA - WIRTH ANDERLAN;246
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;10;DIE FREIHEITLICHEN;153
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;11;FORZA ITALIA;3
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;12;VITA;99
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;13;CENTRO DESTRA;10
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;14;SVP SÜDTIROLER VOLKSPARTEI;927
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;15;LEGA SALVINI ALTO ADIGE SÜDTIROL - UNITI PER L’ALTO ADIGE;15
021046;MALLES VENOSTA;MALS;MALS;5;5;46;91;16;FÜR SÜDTIROL MIT WIDMANN;110
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;1;TEAM K;202
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;2;MOVIMENTO 5 STELLE;3
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;3;ENZIAN;11
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;4;STF SÜDTIROLER FREIHEIT;125
021047;MAREBBE;ENNEBERG;MAREO;4;4;25;25;5;PD PARTITO DEMOCRATICO - DEMOKRATISCHE PARTEI;14
